segment_id,filename,image_panoid,date,query_counter,lat,lon,geometry,years_since_today,name,length,bearing
4599846705-4599846707,img_4599846705-4599846707_h0_018.png,ZeEczpVsP6emKq2vpgVDfg,2023-05-01,42.0,40.44169110106569,-79.99533833021718,POINT (409531.23461744195 125488.01509256389),0.89,Grant Street,173.75199999999998,207.1
104572642-106056474,img_104572642-106056474_h1_011.png,ZeEczpVsP6emKq2vpgVDfg,2023-05-01,27.0,40.44169110106569,-79.99533833021718,POINT (409531.23461744195 125488.01509256389),0.89,Grant Street,173.656,27.2
104572642-106056474,img_104572642-106056474_h0_010.png,ZeEczpVsP6emKq2vpgVDfg,2023-05-01,26.0,40.44169110106569,-79.99533833021718,POINT (409531.23461744195 125488.01509256389),0.89,Grant Street,173.656,27.2
104572642-106056474,img_104572642-106056474_h1_013.png,MTwky-dijEqwid8LnCUPUg,2023-05-01,31.0,40.44177412134351,-79.99528414727422,POINT (409536.0642376083 125497.11371208639),0.89,Grant Street,173.656,27.2
4599846705-4599846707,img_4599846705-4599846707_h1_017.png,MTwky-dijEqwid8LnCUPUg,2023-05-01,37.0,40.44177412134351,-79.99528414727422,POINT (409536.0642376083 125497.11371208639),0.89,Grant Street,173.75199999999998,207.1
104572642-104572648,img_104572642-104572648_h1_005.png,CknsGj4SMifUbz2jENHh4A,2023-05-01,11.0,40.44090069791405,-79.99586710277241,POINT (409484.15754436963 125401.41877409123),0.89,Sixth Avenue,57.844,112.3
4599846707-4599846710,img_4599846707-4599846710_h1_005.png,CknsGj4SMifUbz2jENHh4A,2023-05-01,9.0,40.44090069791405,-79.99586710277241,POINT (409484.15754436963 125401.41877409123),0.89,Grant Street,81.24600000000001,207.6
104572642-104572648,img_104572642-104572648_h0_004.png,CknsGj4SMifUbz2jENHh4A,2023-05-01,10.0,40.44090069791405,-79.99586710277241,POINT (409484.15754436963 125401.41877409123),0.89,Sixth Avenue,57.844,112.3
104572642-106056474,img_104572642-106056474_h1_009.png,CknsGj4SMifUbz2jENHh4A,2023-05-01,23.0,40.44090069791405,-79.99586710277241,POINT (409484.15754436963 125401.41877409123),0.89,Grant Street,173.656,27.2
104572642-106056474,img_104572642-106056474_h0_008.png,CknsGj4SMifUbz2jENHh4A,2023-05-01,22.0,40.44090069791405,-79.99586710277241,POINT (409484.15754436963 125401.41877409123),0.89,Grant Street,173.656,27.2
