segment_id,filename,image_panoid,date,query_counter,lat,lon,geometry,years_since_today,name,length,bearing
684842474-684842485,img_684842474-684842485_h1_016.png,kZ_z5uRYioemWEf6Vp3w2w,2023-12-01,39.0,40.44107512243712,-79.99261028377957,POINT (409760.8643053882 125413.75947846903),0.3,NA,122.11,91.2
104572699-104573441,img_104572699-104573441_h0_004.png,ZiqppgAxP4ip184aU7A_7Q,2022-10-01,20.0,40.43920871855411,-79.99456679605957,POINT (409589.66357064666 125210.8000589204),1.47,Sixth Avenue,117.064,199.9
104572699-104573441,img_104572699-104573441_h1_005.png,ZiqppgAxP4ip184aU7A_7Q,2022-10-01,21.0,40.43920871855411,-79.99456679605957,POINT (409589.66357064666 125210.8000589204),1.47,Sixth Avenue,117.064,199.9
104572699-104573441,img_104572699-104573441_h1_003.png,v240jYlNDJUxJnT_1s5D2A,2022-10-01,5.0,40.43947369893472,-79.9944013445237,POINT (409604.4437736465 125239.85688435796),1.47,Sixth Avenue,117.064,199.9
104572699-104573441,img_104572699-104573441_h0_002.png,v240jYlNDJUxJnT_1s5D2A,2022-10-01,4.0,40.43947369893472,-79.9944013445237,POINT (409604.4437736465 125239.85688435796),1.47,Sixth Avenue,117.064,199.9
104572699-104573441,img_104572699-104573441_h0_000.png,O0qtplZmjAR6E_uRstTwpw,2022-10-01,0.0,40.43955910523896,-79.99434801428134,POINT (409609.2078606371 125249.22224161253),1.47,Sixth Avenue,117.064,199.9
104572699-736437289,img_104572699-736437289_h0_000.png,O0qtplZmjAR6E_uRstTwpw,2022-10-01,0.0,40.43955910523896,-79.99434801428134,POINT (409609.2078606371 125249.22224161253),1.47,Centre Avenue,80.166,65.3
104572699-736437289,img_104572699-736437289_h1_001.png,O0qtplZmjAR6E_uRstTwpw,2022-10-01,1.0,40.43955910523896,-79.99434801428134,POINT (409609.2078606371 125249.22224161253),1.47,Centre Avenue,80.166,65.3
104572699-104573441,img_104572699-104573441_h1_001.png,O0qtplZmjAR6E_uRstTwpw,2022-10-01,1.0,40.43955910523896,-79.99434801428134,POINT (409609.2078606371 125249.22224161253),1.47,Sixth Avenue,117.064,199.9
104572699-736437289,img_104572699-736437289_h1_003.png,WzsI8fusxI430BZloDArYw,2022-10-01,3.0,40.43964779814022,-79.99429707320333,POINT (409613.7785777722 125258.95757399201),1.47,Centre Avenue,80.166,65.3
104572699-736437289,img_104572699-736437289_h0_002.png,WzsI8fusxI430BZloDArYw,2022-10-01,2.0,40.43964779814022,-79.99429707320333,POINT (409613.7785777722 125258.95757399201),1.47,Centre Avenue,80.166,65.3
106099212-736437289,img_106099212-736437289_h1_005.png,j08VJmQMelOzrZcO6sS2ag,2023-05-01,11.0,40.44091684337419,-79.99420995279807,POINT (409624.74807214434 125399.63727951633),0.89,Chatham Street,97.71799999999999,153.7
684828139-684828146,img_684828139-684828146_h1_007.png,j08VJmQMelOzrZcO6sS2ag,2023-05-01,17.0,40.44091684337419,-79.99420995279807,POINT (409624.74807214434 125399.63727951633),0.89,NA,47.888999999999996,177.4
684828146-684828149,img_684828146-684828149_h0_002.png,j08VJmQMelOzrZcO6sS2ag,2023-05-01,8.0,40.44091684337419,-79.99420995279807,POINT (409624.74807214434 125399.63727951633),0.89,NA,36.263999999999996,110.4
684828139-684828146,img_684828139-684828146_h0_006.png,j08VJmQMelOzrZcO6sS2ag,2023-05-01,16.0,40.44091684337419,-79.99420995279807,POINT (409624.74807214434 125399.63727951633),0.89,NA,47.888999999999996,177.4
106099212-736437289,img_106099212-736437289_h1_001.png,l4U0QV-wFp54RIWbS3B2cQ,2023-05-01,1.0,40.44102559934711,-79.99389278600218,POINT (409651.9541959421 125411.02581766814),0.89,Chatham Street,97.71799999999999,153.7
106099212-684828146,img_106099212-684828146_h1_003.png,l4U0QV-wFp54RIWbS3B2cQ,2023-05-01,9.0,40.44102559934711,-79.99389278600218,POINT (409651.9541959421 125411.02581766814),0.89,NA,24.525,148.2
106099212-684828146,img_106099212-684828146_h0_002.png,l4U0QV-wFp54RIWbS3B2cQ,2023-05-01,8.0,40.44102559934711,-79.99389278600218,POINT (409651.9541959421 125411.02581766814),0.89,NA,24.525,148.2
106099212-736437289,img_106099212-736437289_h0_000.png,l4U0QV-wFp54RIWbS3B2cQ,2023-05-01,0.0,40.44102559934711,-79.99389278600218,POINT (409651.9541959421 125411.02581766814),0.89,Chatham Street,97.71799999999999,153.7
104472649-104572648,img_104472649-104572648_h0_004.png,dmTxfbdsctVgonf6kw-kcg,2023-05-01,12.0,40.44075926697116,-79.99468591414433,POINT (409583.93650409963 125383.17201730715),0.89,Sixth Avenue,36.076,294.7
104572642-104572648,img_104572642-104572648_h1_007.png,dmTxfbdsctVgonf6kw-kcg,2023-05-01,23.0,40.44075926697116,-79.99468591414433,POINT (409583.93650409963 125383.17201730715),0.89,Sixth Avenue,57.844,112.3
104472649-106099212,img_104472649-106099212_h0_004.png,f8BqXADPrdEadV1mCtTWsA,2023-05-01,14.0,40.44083368818079,-79.99444904306478,POINT (409604.2358822463 125390.92226464463),0.89,Bigelow Square,110.903,49.8
104472649-106099212,img_104472649-106099212_h1_005.png,f8BqXADPrdEadV1mCtTWsA,2023-05-01,15.0,40.44083368818079,-79.99444904306478,POINT (409604.2358822463 125390.92226464463),0.89,Bigelow Square,110.903,49.8
684828146-684828149,img_684828146-684828149_h1_001.png,3i7lwR46XIjBFIilbgHQBQ,2023-05-01,1.0,40.44087488715807,-79.99433000998414,POINT (409614.4474870905 125395.23884114553),0.89,NA,36.263999999999996,110.4
684828146-684828149,img_684828146-684828149_h0_000.png,3i7lwR46XIjBFIilbgHQBQ,2023-05-01,0.0,40.44087488715807,-79.99433000998414,POINT (409614.4474870905 125395.23884114553),0.89,NA,36.263999999999996,110.4
104472649-106099212,img_104472649-106099212_h1_013.png,3i7lwR46XIjBFIilbgHQBQ,2023-05-01,51.0,40.44087488715807,-79.99433000998414,POINT (409614.4474870905 125395.23884114553),0.89,Bigelow Square,110.903,49.8
106099212-684828146,img_106099212-684828146_h1_001.png,3i7lwR46XIjBFIilbgHQBQ,2023-05-01,1.0,40.44087488715807,-79.99433000998414,POINT (409614.4474870905 125395.23884114553),0.89,NA,24.525,148.2
106099212-684828146,img_106099212-684828146_h0_000.png,3i7lwR46XIjBFIilbgHQBQ,2023-05-01,0.0,40.44087488715807,-79.99433000998414,POINT (409614.4474870905 125395.23884114553),0.89,NA,24.525,148.2
684828139-684828146,img_684828139-684828146_h0_008.png,3i7lwR46XIjBFIilbgHQBQ,2023-05-01,20.0,40.44087488715807,-79.99433000998414,POINT (409614.4474870905 125395.23884114553),0.89,NA,47.888999999999996,177.4
106099212-736437289,img_106099212-736437289_h0_004.png,j08VJmQMelOzrZcO6sS2ag,2023-05-01,10.0,40.44091684337419,-79.99420995279807,POINT (409624.74807214434 125399.63727951633),0.89,Chatham Street,97.71799999999999,153.7
684828146-684828149,img_684828146-684828149_h1_003.png,j08VJmQMelOzrZcO6sS2ag,2023-05-01,9.0,40.44091684337419,-79.99420995279807,POINT (409624.74807214434 125399.63727951633),0.89,NA,36.263999999999996,110.4
684800917-684828139,img_684800917-684828139_h0_008.png,IA_TdWJwTPAfbrJgOe6hxQ,2023-05-01,12.0,40.4409541689509,-79.99410388934662,POINT (409633.8487547904 125403.55188342229),0.89,Bigelow Square,117.64,208.9
684800917-684828139,img_684800917-684828139_h1_009.png,IA_TdWJwTPAfbrJgOe6hxQ,2023-05-01,13.0,40.4409541689509,-79.99410388934662,POINT (409633.8487547904 125403.55188342229),0.89,Bigelow Square,117.64,208.9
684800917-684828139,img_684800917-684828139_h0_004.png,2NwAFdP3J-WqRl3W_ElzmQ,2023-05-01,8.0,40.44137279422744,-79.99424101238448,POINT (409623.4003360751 125450.31604511711),0.89,Bigelow Square,117.64,208.9
684828139-684828146,img_684828139-684828146_h1_005.png,2NwAFdP3J-WqRl3W_ElzmQ,2023-05-01,11.0,40.44137279422744,-79.99424101238448,POINT (409623.4003360751 125450.31604511711),0.89,NA,47.888999999999996,177.4
684800917-684828139,img_684800917-684828139_h1_005.png,2NwAFdP3J-WqRl3W_ElzmQ,2023-05-01,9.0,40.44137279422744,-79.99424101238448,POINT (409623.4003360751 125450.31604511711),0.89,Bigelow Square,117.64,208.9
684828139-684828146,img_684828139-684828146_h0_004.png,2NwAFdP3J-WqRl3W_ElzmQ,2023-05-01,10.0,40.44137279422744,-79.99424101238448,POINT (409623.4003360751 125450.31604511711),0.89,NA,47.888999999999996,177.4
684800917-684828139,img_684800917-684828139_h1_007.png,bm6jpBcSw1hDcPOA2Is7sA,2023-05-01,11.0,40.44145324300378,-79.99418205035798,POINT (409628.62792639516 125459.11897757144),0.89,Bigelow Square,117.64,208.9
106099212-736437289,img_106099212-736437289_h1_009.png,xURC7z5vu0JoXsoVM3OBsA,2023-11-01,19.0,40.44050236428786,-79.99313173456837,POINT (409715.02425486245 125351.30515247812),0.38,Chatham Street,97.71799999999999,153.7
106099212-736437289,img_106099212-736437289_h0_008.png,xURC7z5vu0JoXsoVM3OBsA,2023-11-01,18.0,40.44050236428786,-79.99313173456837,POINT (409715.02425486245 125351.30515247812),0.38,Chatham Street,97.71799999999999,153.7
684842467-736437289,img_684842467-736437289_h0_008.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,24.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,Centre Avenue,152.284,257.4
684842467-736437289,img_684842467-736437289_h1_009.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,25.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,Centre Avenue,152.284,257.4
684842311-1362263182,img_684842311-1362263182_h1_025.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,81.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,NA,207.123,151.8
684842311-684842331,img_684842311-684842331_h0_034.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,118.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,NA,293.606,198.7
684842311-684842331,img_684842311-684842331_h1_035.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,119.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,NA,293.606,198.7
684828175-684828213,img_684828175-684828213_h0_004.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,10.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,NA,580.733,30.6
684828130-684842314,img_684828130-684842314_h0_040.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,166.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,NA,418.95000000000005,203.1
684828130-684842314,img_684828130-684842314_h1_041.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,167.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,NA,418.95000000000005,203.1
684842311-1362263182,img_684842311-1362263182_h0_024.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,80.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,NA,207.123,151.8
684842320-684842330,img_684842320-684842330_h0_022.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,62.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,NA,314.797,352.3
684842320-684842330,img_684842320-684842330_h1_023.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,63.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,NA,314.797,352.3
684828175-684828213,img_684828175-684828213_h1_005.png,bqrOOu6BAvG68hQLZ2kZTQ,2023-12-01,11.0,40.44061713595197,-79.99284212540137,POINT (409739.9101588456 125363.42114683684),0.3,NA,580.733,30.6
684842507-4138729482,img_684842507-4138729482_h0_000.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,0.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Centre Avenue,37.835,89.0
684842468-736437297,img_684842468-736437297_h0_002.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,2.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Washington Place,11.119,161.4
736437260-736437264,img_736437260-736437264_h1_020.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,55.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Centre Avenue,153.714,269.8
684842507-736437264,img_684842507-736437264_h1_001.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,1.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Washington Place,10.486,340.9
104824604-736437297,img_104824604-736437297_h0_000.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,0.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Washington Place,181.186,163.0
684842467-736437289,img_684842467-736437289_h0_004.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,14.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Centre Avenue,152.284,257.4
684842467-736437289,img_684842467-736437289_h1_005.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,15.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Centre Avenue,152.284,257.4
684842468-684842507,img_684842468-684842507_h1_003.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,7.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Centre Avenue,14.116,90.1
684842507-736437264,img_684842507-736437264_h0_000.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,0.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Washington Place,10.486,340.9
736437297-736437563,img_736437297-736437563_h1_001.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,1.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,NA,14.17,81.7
684842468-736437297,img_684842468-736437297_h1_003.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,3.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Washington Place,11.119,161.4
736437297-736437563,img_736437297-736437563_h0_000.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,0.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,NA,14.17,81.7
684842468-736437289,img_684842468-736437289_h1_019.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,57.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Centre Avenue,151.795,81.3
736437563-4138729482,img_736437563-4138729482_h1_005.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,9.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,NA,35.587,75.1
736437260-736437264,img_736437260-736437264_h0_019.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,54.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Centre Avenue,153.714,269.8
684842507-736437563,img_684842507-736437563_h0_004.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,4.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Washington Place,9.146,337.9
684842507-736437563,img_684842507-736437563_h1_005.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,5.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Washington Place,9.146,337.9
684842507-4138729482,img_684842507-4138729482_h1_001.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,1.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Centre Avenue,37.835,89.0
736437563-4138729482,img_736437563-4138729482_h0_004.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,8.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,NA,35.587,75.1
684828212-736437297,img_684828212-736437297_h1_036.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,109.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,NA,236.21299999999994,52.3
684842468-684842507,img_684842468-684842507_h0_002.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,6.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Centre Avenue,14.116,90.1
104824604-736437297,img_104824604-736437297_h1_001.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,1.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Washington Place,181.186,163.0
684828212-736437297,img_684828212-736437297_h0_035.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,108.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,NA,236.21299999999994,52.3
684842468-736437289,img_684842468-736437289_h0_018.png,LHnyLlD2wx25OJCWo1RIlQ,2023-05-01,56.0,40.44079274084419,-79.99161643822013,POINT (409844.35764175176 125380.27386072521),0.89,Centre Avenue,151.795,81.3
684842467-736437289,img_684842467-736437289_h0_002.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,10.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,152.284,257.4
684842507-736437264,img_684842507-736437264_h1_005.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,7.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Washington Place,10.486,340.9
684842468-736437297,img_684842468-736437297_h0_000.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,0.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Washington Place,11.119,161.4
684842507-736437264,img_684842507-736437264_h0_004.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,6.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Washington Place,10.486,340.9
684842467-684842468,img_684842467-684842468_h1_003.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,5.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Washington Place,10.346,159.1
684842468-736437289,img_684842468-736437289_h1_025.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,81.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,151.795,81.3
684842467-736437289,img_684842467-736437289_h1_003.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,11.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,152.284,257.4
736437260-736437264,img_736437260-736437264_h0_021.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,58.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,153.714,269.8
736437260-736437264,img_736437260-736437264_h1_022.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,59.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,153.714,269.8
684842467-736437264,img_684842467-736437264_h0_000.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,0.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,14.38,269.2
684842467-736437264,img_684842467-736437264_h1_001.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,1.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,14.38,269.2
684842462-736437264,img_684842462-736437264_h0_000.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,0.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Washington Place,130.59199999999998,339.1
684842462-736437264,img_684842462-736437264_h1_001.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,1.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Washington Place,130.59199999999998,339.1
684842468-736437289,img_684842468-736437289_h1_021.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,63.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,151.795,81.3
684842468-736437289,img_684842468-736437289_h0_020.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,62.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,151.795,81.3
684842468-684842507,img_684842468-684842507_h1_001.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,1.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,14.116,90.1
684842468-736437297,img_684842468-736437297_h1_001.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,1.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Washington Place,11.119,161.4
684842467-684842468,img_684842467-684842468_h0_002.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,4.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Washington Place,10.346,159.1
684842468-684842507,img_684842468-684842507_h0_000.png,UuiIBJvP1n9kk8OA68QhYg,2023-05-01,0.0,40.44087337119853,-79.99165586117593,POINT (409841.24135939614 125389.3089477396),0.89,Centre Avenue,14.116,90.1
684842468-736437289,img_684842468-736437289_h1_023.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,67.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Centre Avenue,151.795,81.3
684842467-736437264,img_684842467-736437264_h1_005.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,5.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Centre Avenue,14.38,269.2
684842467-736437264,img_684842467-736437264_h0_004.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,4.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Centre Avenue,14.38,269.2
684842467-684842468,img_684842467-684842468_h0_000.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,0.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Washington Place,10.346,159.1
736437260-736437264,img_736437260-736437264_h1_024.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,63.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Centre Avenue,153.714,269.8
736437260-736437264,img_736437260-736437264_h0_023.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,62.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Centre Avenue,153.714,269.8
684842468-736437289,img_684842468-736437289_h0_022.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,66.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Centre Avenue,151.795,81.3
684842467-684842468,img_684842467-684842468_h1_001.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,1.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Washington Place,10.346,159.1
684842467-736437289,img_684842467-736437289_h0_000.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,0.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Centre Avenue,152.284,257.4
684842463-684842467,img_684842463-684842467_h1_021.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,53.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Washington Place,115.51799999999999,156.5
684842467-736437289,img_684842467-736437289_h1_001.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,1.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Centre Avenue,152.284,257.4
684842463-684842467,img_684842463-684842467_h0_020.png,NziiQ1VYtV7FPuPv2N37_g,2023-05-01,52.0,40.4409573056756,-79.99169699073417,POINT (409837.9896579728 125398.71447805934),0.89,Washington Place,115.51799999999999,156.5
736437258-871704781,img_736437258-871704781_h0_036.png,0ZLqoi9Gbp2fBjKXAFR9AA,2023-04-01,94.0,40.44098205056543,-79.98862988407575,POINT (410098.1846217031 125394.86130693488),0.97,Centre Avenue,185.587,258.3
736437258-4469460368,img_736437258-4469460368_h0_000.png,0ZLqoi9Gbp2fBjKXAFR9AA,2023-04-01,0.0,40.44098205056543,-79.98862988407575,POINT (410098.1846217031 125394.86130693488),0.97,Fullerton Street,167.316,342.3
736437258-1436093654,img_736437258-1436093654_h0_000.png,0ZLqoi9Gbp2fBjKXAFR9AA,2023-04-01,0.0,40.44098205056543,-79.98862988407575,POINT (410098.1846217031 125394.86130693488),0.97,Fullerton Street,8.346,182.3
736437386-1436093654,img_736437386-1436093654_h0_004.png,0ZLqoi9Gbp2fBjKXAFR9AA,2023-04-01,38.0,40.44098205056543,-79.98862988407575,POINT (410098.1846217031 125394.86130693488),0.97,Centre Avenue,106.156,89.4
736437258-871704781,img_736437258-871704781_h1_037.png,0ZLqoi9Gbp2fBjKXAFR9AA,2023-04-01,95.0,40.44098205056543,-79.98862988407575,POINT (410098.1846217031 125394.86130693488),0.97,Centre Avenue,185.587,258.3
736437258-736437260,img_736437258-736437260_h0_000.png,0ZLqoi9Gbp2fBjKXAFR9AA,2023-04-01,0.0,40.44098205056543,-79.98862988407575,POINT (410098.1846217031 125394.86130693488),0.97,Centre Avenue,106.475,269.5
736437258-1436093654,img_736437258-1436093654_h1_001.png,0ZLqoi9Gbp2fBjKXAFR9AA,2023-04-01,1.0,40.44098205056543,-79.98862988407575,POINT (410098.1846217031 125394.86130693488),0.97,Fullerton Street,8.346,182.3
736437258-4469460368,img_736437258-4469460368_h1_001.png,0ZLqoi9Gbp2fBjKXAFR9AA,2023-04-01,1.0,40.44098205056543,-79.98862988407575,POINT (410098.1846217031 125394.86130693488),0.97,Fullerton Street,167.316,342.3
736437258-736437260,img_736437258-736437260_h1_001.png,0ZLqoi9Gbp2fBjKXAFR9AA,2023-04-01,1.0,40.44098205056543,-79.98862988407575,POINT (410098.1846217031 125394.86130693488),0.97,Centre Avenue,106.475,269.5
736437386-1436093654,img_736437386-1436093654_h1_005.png,0ZLqoi9Gbp2fBjKXAFR9AA,2023-04-01,39.0,40.44098205056543,-79.98862988407575,POINT (410098.1846217031 125394.86130693488),0.97,Centre Avenue,106.156,89.4
736437258-4469460368,img_736437258-4469460368_h0_002.png,uaf9t6KKDBhiXF-o2AD-nA,2023-04-01,6.0,40.44103897913995,-79.98872409278324,POINT (410090.3548870751 125401.38313407954),0.97,Fullerton Street,167.316,342.3
736437260-5664138670,img_736437260-5664138670_h0_010.png,ClPrUZpmYHInXkvp8Pwv4Q,2023-05-01,32.0,40.44156488102882,-79.99004453997064,POINT (409979.8472070421 125462.6001754887),0.89,Logan Street,118.468,344.5
736437260-5664138670,img_736437260-5664138670_h1_011.png,ClPrUZpmYHInXkvp8Pwv4Q,2023-05-01,33.0,40.44156488102882,-79.99004453997064,POINT (409979.8472070421 125462.6001754887),0.89,Logan Street,118.468,344.5
4469460368-5664138670,img_4469460368-5664138670_h0_012.png,ClPrUZpmYHInXkvp8Pwv4Q,2023-05-01,20.0,40.44156488102882,-79.99004453997064,POINT (409979.8472070421 125462.6001754887),0.89,Wylie Avenue,98.692,242.4
