104197837-275754986|h1_005|2|0.7983|516.88|240.0896|328.0486|267.157|347.1447|car
104197837-275754986|h1_005|3|0.5652|1075.88|66.1565|166.5569|96.861|201.5967|traffic_light
104197837-275754986|h1_005|4|0.401|585.58|136.4895|177.9603|154.3221|210.798|traffic_light
104197837-275754986|h1_005|5|0.3234|926.12|0.2006|168.592|22.3646|210.3769|traffic_light
104197837-275754986|h1_005|6|0.2811|385.98|92.5408|330.7219|106.3127|358.7487|person
104197837-275754986|h1_005|7|0.271|239.38|481.1626|256.4798|494.8234|274.0028|traffic_light
104197837-275754986|h1_005|8|0.2617|421.74|94.1405|335.9686|110.8516|361.2059|person
104197837-275754986|h1_039|0|0.8206|3423.88|74.0218|336.225|155.4199|378.2883|car
104197837-275754986|h1_039|1|0.8155|542.5|230.7798|332.7832|261.999|350.1604|car
104197837-275754986|h1_039|2|0.8003|3113.24|24.3661|335.8449|106.9968|373.5215|car
104197837-275754986|h1_039|3|0.7755|3488.77|562.8115|325.9073|639.6814|371.2927|car
104197837-275754986|h1_039|4|0.7413|281.26|447.2328|321.5072|470.3941|333.6508|car
104197837-275754986|h1_039|5|0.7217|3450.56|136.2681|333.1738|213.8415|377.655|car
104197837-275754986|h1_039|6|0.5839|118.01|281.4282|320.4518|293.7625|330.0191|car
104197837-275754986|h1_039|7|0.5239|2664.59|0.1641|330.0135|67.2284|369.7454|car
104197837-275754986|h1_039|8|0.518|73.69|330.3245|320.5607|342.0357|326.8533|car
104197837-275754986|h1_039|9|0.454|193.17|267.0161|325.1914|283.213|337.1176|car
104197837-275754986|h1_039|10|0.3885|461.35|203.2808|332.5686|230.0643|349.7937|car
104197837-275754986|h1_039|11|0.381|222.65|412.1916|318.2426|437.3804|327.0818|car
104197837-275754986|h1_039|12|0.3657|303.87|224.6232|328.1056|248.2408|340.9718|car
104197837-275754986|h1_039|13|0.3129|336.94|147.9494|328.9644|172.4072|342.7406|car
104197837-275754986|h1_039|14|0.2914|131.59|255.5884|324.2073|268.2294|334.6171|car
104197837-275754986|h1_039|15|0.2655|391.71|52.4386|320.3686|83.5084|332.9761|car
104197837-275754986|h1_039|16|0.2623|589.26|74.3579|325.0515|118.4111|338.4276|car
104197837-275754986|h0_000|0|0.8735|3540.28|96.9075|349.5828|136.3515|439.3373|person
104197837-275754986|h0_000|1|0.8649|2409.92|65.16|353.7341|98.0078|427.1003|person
104197837-275754986|h0_000|2|0.8468|1122.25|322.8992|337.9313|359.9438|368.2259|car
104197837-275754986|h0_000|3|0.7243|351.4|299.4802|330.8644|320.0658|347.9348|car
104197837-275754986|h0_000|4|0.3733|503.62|76.0136|313.6027|88.1944|354.9478|person
104197837-275754986|h0_000|5|0.306|219.56|311.2309|247.5985|322.9568|266.3228|traffic_light
104197837-275754986|h0_000|6|0.2916|624.24|304.7756|311.0332|331.0862|334.7589|truck
104197837-275754986|h0_014|0|0.6729|984.64|290.2155|327.5322|339.019|347.7078|car
104197837-275754986|h0_014|1|0.5828|748.84|416.6833|161.5289|433.7795|205.3305|parking_meter
104197837-275754986|h0_014|2|0.3966|576.05|308.7174|327.8911|339.1462|346.822|car
104197837-275754986|h0_014|3|0.2979|237.42|536.8665|258.6194|548.3982|279.2075|traffic_light
104197837-275754986|h0_028|0|0.7825|736.07|455.4445|331.0874|470.3806|380.3684|person
104197837-275754986|h0_028|1|0.7581|5449.26|580.1853|419.8662|639.6964|511.4333|car
104197837-275754986|h0_002|0|0.8946|1458.28|304.2659|337.2662|346.082|372.1398|car
104197837-275754986|h0_002|1|0.7607|209.96|230.3792|329.2847|238.5364|355.0235|person
104197837-275754986|h0_002|2|0.4614|472.45|305.1233|312.1981|328.7465|332.1978|truck
104197837-275754986|h0_002|3|0.4596|189.39|302.9743|326.3392|317.2132|339.6403|car
104197837-275754986|h0_002|4|0.4569|629.5|596.2424|268.8715|613.8279|304.6679|traffic_light
104197837-275754986|h0_002|5|0.4191|10784.01|0.2902|433.163|64.2378|601.8013|potted_plant
104197837-275754986|h0_016|0|0.3363|2273.71|352.3271|367.9796|377.8231|457.1587|parking_meter
104197837-275754986|h1_003|0|0.8807|1667.75|303.7471|344.6927|347.0462|383.2097|car
104197837-275754986|h1_003|1|0.7615|307.93|258.8688|326.5313|278.955|341.8618|car
104197837-275754986|h1_003|2|0.7144|962.92|569.6541|327.726|619.4418|347.0665|car
104197837-275754986|h1_003|3|0.6986|358.55|82.2311|329.6082|95.2249|357.2019|person
104197837-275754986|h1_003|4|0.5772|447.14|347.9308|336.2842|370.2227|356.3426|car
104197837-275754986|h1_003|5|0.5666|324.34|64.3742|330.3659|83.8196|347.0455|car
104197837-275754986|h1_003|6|0.2882|104.97|186.1862|327.6216|193.4823|342.0092|person
104197837-275754986|h1_003|7|0.2865|2722.71|527.4023|259.9541|574.8339|317.3571|person
104197837-275754986|h1_003|8|0.2601|113.1|470.499|300.8377|478.8563|314.3704|traffic_light
104197837-275754986|h1_017|0|0.4413|380.44|601.045|325.7931|637.4725|336.2369|car
104197837-275754986|h1_017|1|0.3047|181.38|525.2657|321.27|542.5262|331.7783|car
104197837-275754986|h1_017|2|0.2655|454.1|214.5362|298.0545|235.1246|320.1105|clock
104197837-275754986|h0_012|0|0.7576|1072.93|289.2949|326.512|337.9246|348.5753|car
104197837-275754986|h0_012|1|0.7408|609.58|421.7971|329.5202|434.8964|376.0555|person
104197837-275754986|h0_006|0|0.7712|7705.38|36.7924|390.1103|135.1483|468.4522|potted_plant
104197837-275754986|h0_006|1|0.7634|6928.18|351.8624|390.054|440.657|468.0788|potted_plant
104197837-275754986|h0_006|2|0.7207|6709.16|202.9248|390.5196|289.2404|468.2477|potted_plant
104197837-275754986|h0_006|3|0.373|2217.88|570.7273|0.0829|627.718|38.9994|traffic_light
104197837-275754986|h0_006|4|0.2639|590.35|48.5299|336.3248|71.2018|362.3638|bicycle
104197837-275754986|h0_010|0|0.6687|8412.26|439.6768|395.9956|547.1936|474.2369|potted_plant
104197837-275754986|h0_010|1|0.5687|766.92|153.7702|329.6777|170.3523|375.9278|person
104197837-275754986|h0_004|0|0.8713|1620.69|294.8857|334.289|339.1308|370.9188|car
104197837-275754986|h0_004|1|0.7669|487.96|181.7923|325.2372|195.5732|360.6455|person
104197837-275754986|h0_004|2|0.7193|427.92|200.9261|323.6961|213.5125|357.6952|person
104197837-275754986|h0_004|3|0.7079|464.42|167.8105|324.1562|180.3662|361.1452|person
104197837-275754986|h0_004|4|0.5905|3680.85|153.8613|360.2266|211.0927|424.5417|potted_plant
104197837-275754986|h0_004|5|0.5681|297.68|217.295|325.1865|229.0063|350.6046|person
104197837-275754986|h0_004|6|0.4293|190.19|479.3144|287.6774|488.8389|307.6458|traffic_light
104197837-275754986|h0_004|7|0.3956|1364.98|204.6207|351.0342|237.5379|392.5013|potted_plant
104197837-275754986|h0_004|8|0.3543|126.32|306.0809|318.1468|318.0704|328.6826|car
104197837-275754986|h0_004|9|0.3403|85.41|304.3804|327.3568|316.9961|334.1271|car
104197837-275754986|h0_004|10|0.3297|12134.66|56.24|381.5371|166.309|491.7831|potted_plant
104197837-275754986|h0_004|11|0.2904|131.68|305.6886|320.4948|317.7961|331.3704|car
104197837-275754986|h0_004|12|0.2664|135.11|304.9661|323.003|317.6714|333.6368|car
104197837-275754986|h0_038|0|0.9571|46028.76|382.9399|399.004|639.2929|578.5562|car
104197837-275754986|h0_038|1|0.9388|44275.76|0.4863|383.1831|228.2624|577.5659|car
104197837-275754986|h0_038|2|0.3646|794.83|160.3009|329.591|176.4727|378.7401|person
104197837-275754986|h1_001|0|0.8725|1502.6|298.4302|342.2044|340.2482|378.1364|car
104197837-275754986|h1_001|1|0.8347|1076.24|452.4003|339.867|472.4354|393.5849|person
104197837-275754986|h1_001|2|0.8229|1010.07|475.6476|339.6377|495.0949|391.5768|person
104197837-275754986|h1_001|3|0.769|1743.94|505.6606|341.832|531.9083|408.2737|person
104197837-275754986|h1_001|4|0.7652|166.77|270.0982|325.9891|285.4984|336.8179|car
104197837-275754986|h1_001|5|0.6094|2589.05|393.3905|362.8909|439.4698|419.0777|potted_plant
104197837-275754986|h1_001|6|0.5811|1219.44|491.52|334.4811|513.5645|389.7981|person
104197837-275754986|h1_001|7|0.553|1199.99|378.5379|351.5987|406.1263|395.0948|potted_plant
104197837-275754986|h1_001|8|0.5289|551.21|384.9832|327.7702|420.2393|343.4046|car
104197837-275754986|h1_001|9|0.4612|392.59|434.3135|338.1365|445.5381|373.1125|person
104197837-275754986|h1_001|10|0.4205|34650.07|188.2022|527.9733|498.3705|639.6871|car
104197837-275754986|h1_001|11|0.3958|177.53|306.9297|334.4184|327.9805|342.8519|car
104197837-275754986|h1_001|12|0.3768|485.5|369.3866|346.3799|383.4973|380.7867|potted_plant
104197837-275754986|h1_029|0|0.9314|9498.01|518.6072|363.4841|639.6731|441.9374|car
104197837-275754986|h1_029|1|0.8486|2907.94|383.2953|326.7012|446.675|372.5826|car
104197837-275754986|h1_029|2|0.7795|2845.04|487.9116|332.5753|562.0248|370.963|car
104197837-275754986|h1_029|3|0.7188|959.82|112.2094|330.2979|159.8006|350.4659|car
104197837-275754986|h1_029|4|0.6884|164.31|229.2474|319.4805|245.0686|329.8661|car
104197837-275754986|h1_029|5|0.6476|378.52|45.1478|329.574|69.2511|345.2781|car
104197837-275754986|h1_029|6|0.631|770.98|78.9385|332.6488|122.0111|350.5483|car
104197837-275754986|h1_029|7|0.5647|345.72|191.252|323.6966|215.6089|337.8907|car
104197837-275754986|h1_029|8|0.4966|510.94|14.8766|331.1873|45.2726|347.9968|car
104197837-275754986|h1_029|9|0.4757|2870.51|593.9198|126.0092|639.4117|189.1084|tv
104197837-275754986|h1_029|10|0.4339|797.82|468.3133|327.0492|506.6262|347.873|car
104197837-275754986|h1_029|11|0.4312|67.17|289.8959|320.6964|300.7495|326.8855|car
104197837-275754986|h1_029|12|0.362|216.26|631.0284|337.3535|639.7632|362.1121|car
104197837-275754986|h1_029|13|0.3581|146.3|151.1216|320.6625|166.5557|330.1413|car
104197837-275754986|h1_029|14|0.3496|249.68|73.9685|327.5875|94.0391|340.0273|car
104197837-275754986|h1_029|15|0.3319|414.63|0.0279|333.7335|21.9767|352.6241|car
104197837-275754986|h1_029|16|0.3197|1397.1|559.5155|325.1941|627.9088|345.6216|car
104197837-275754986|h1_029|17|0.2979|91.1|252.3448|319.0812|263.3235|327.3794|car
104197837-275754986|h1_029|18|0.291|115.53|387.6749|321.2229|404.908|327.9268|car
104361808-105012771|h1_003|0|0.7048|364.95|357.3736|327.3381|379.1385|344.1058|car
104361808-105012771|h1_001|0|0.7218|388.36|351.6452|324.3326|372.501|342.9537|car
104361808-105012771|h1_001|1|0.431|322.77|54.1716|385.4487|77.4501|399.3143|car
104361808-105012771|h1_001|2|0.3936|464.88|54.3819|383.9456|84.9116|399.1729|car
104361808-105012771|h0_004|0|0.9085|7655.48|34.1097|325.4344|159.8515|386.317|car
104361808-105012771|h0_004|1|0.8234|2687.92|137.4556|310.6794|203.9655|351.0932|car
104361808-105012771|h0_004|2|0.757|1455.22|0.0637|369.9557|23.2233|432.7902|car
104361808-105012771|h0_004|3|0.7425|779.23|336.7921|333.9523|363.2574|363.3956|car
104361808-105012771|h0_004|4|0.6645|770.57|190.9148|303.9089|226.1189|325.7975|car
104361808-105012771|h0_004|5|0.4211|280.16|247.076|295.2548|268.6487|308.2417|car
104361808-105012771|h0_004|6|0.4019|179.99|235.3906|302.7044|251.3242|314.001|car
104361808-105012771|h0_004|7|0.3018|182.57|264.7063|293.4492|280.8979|304.725|car
104361808-105012771|h0_000|0|0.8374|1908.73|189.2146|361.7125|244.6455|396.1468|car
104361808-105012771|h0_000|1|0.7636|3498.28|68.5072|348.7976|152.6832|390.3568|truck
104361808-105012771|h0_000|2|0.7159|1252.76|222.2115|338.0969|262.6067|369.1096|car
104361808-105012771|h0_000|3|0.6784|4423.35|99.3853|397.9803|195.0154|444.2351|car
104361808-105012771|h0_000|4|0.6588|1304.38|140.1891|336.7408|189.3805|363.2572|car
104361808-105012771|h0_000|5|0.6389|818.95|341.1479|331.8664|367.1998|363.3017|car
104361808-105012771|h0_000|6|0.5351|587.51|251.3171|325.975|277.21|348.6652|car
104361808-105012771|h0_000|7|0.4519|747.32|562.5012|297.2987|617.8838|310.7925|car
104361808-105012771|h0_000|8|0.3149|177.38|195.9131|338.1892|214.5463|347.709|car
104361808-105012771|h0_000|9|0.304|183.57|281.3463|311.0556|295.1963|324.3101|car
104361808-105012771|h0_000|10|0.2895|166.62|259.4827|321.7614|275.0206|332.4849|car
104361808-105012771|h1_005|0|0.7399|414.42|343.6525|321.6728|365.9814|340.2325|car
104361808-105012771|h1_005|1|0.511|192.12|56.5555|404.7523|65.2111|426.9485|person
104361808-105012771|h1_005|2|0.3006|403.28|86.4649|361.068|119.0714|373.4359|car
104361808-105012771|h0_002|0|0.7328|1109.38|171.2231|342.7833|214.0981|368.6581|car
104361808-105012771|h0_002|1|0.671|589.09|251.758|349.7302|280.9276|369.9256|car
104361808-105012771|h0_002|2|0.577|598.05|559.2395|301.3566|599.5862|316.1794|car
104361808-105012771|h0_002|3|0.5468|346.4|202.772|335.2346|223.165|352.2209|car
104361808-105012771|h0_002|4|0.5368|255.8|277.8084|323.7591|293.7158|339.84|car
104361808-105012771|h0_002|5|0.4254|504.32|262.367|336.4997|287.5635|356.5151|car
104361808-105012771|h0_002|6|0.412|309.7|263.8873|336.1373|286.0045|350.1401|car
104361808-105012771|h0_002|7|0.3869|478.65|202.981|334.7249|231.1561|351.7133|car
104361808-105012771|h0_002|8|0.3814|202.85|216.9205|334.9903|231.4141|348.9861|car
104361808-105012771|h0_002|9|0.3606|756.88|344.0795|331.9274|368.9718|362.3334|car
104361808-105012771|h0_002|10|0.308|182.45|619.2885|303.8343|639.4354|312.8903|car
104361808-105012771|h0_002|11|0.2808|124.19|231.2475|335.666|246.799|343.6519|car
104361808-105012771|h0_002|12|0.2802|496.82|593.1492|395.5262|625.3357|410.9619|car
104361808-105012771|h0_002|13|0.2666|309.85|549.3923|304.5587|575.1624|316.5824|car
