104197837-684996041|h1_007|7|0.5493|288.26|568.3349|375.7759|591.0558|388.4628|car
104197837-684996041|h1_007|8|0.5445|384.95|547.1035|363.7922|579.4943|375.6766|car
104197837-684996041|h1_007|9|0.5441|551.79|587.0111|376.7236|617.9103|394.5812|car
104197837-684996041|h1_007|10|0.5108|363.79|414.5818|365.1201|445.0193|377.072|car
104197837-684996041|h1_007|11|0.4631|153.9|446.7378|345.5054|465.5149|353.7015|car
104197837-684996041|h1_007|12|0.4107|245.9|531.0267|360.5584|557.1649|369.9662|car
104197837-684996041|h1_007|13|0.3997|428.48|468.7473|369.6055|496.6527|384.9602|car
104197837-684996041|h1_007|14|0.3977|327.49|446.1342|362.0322|474.7055|373.4944|car
104197837-684996041|h1_007|15|0.2501|265.6|434.0341|358.7045|458.3639|369.6212|car
104197837-684996041|h1_005|0|0.7749|2437.67|224.526|326.379|280.8573|369.6528|truck
104197837-684996041|h1_005|1|0.7276|269.56|468.1727|387.2618|492.9396|398.1456|car
104197837-684996041|h1_005|2|0.6221|3946.87|60.3599|312.3071|153.0617|354.8831|truck
104197837-684996041|h1_005|3|0.582|239.73|402.1828|368.0748|418.8665|382.4438|car
104197837-684996041|h1_005|4|0.4975|443.87|35.5218|335.6515|64.0171|351.2286|car
104197837-684996041|h1_005|5|0.4069|135.43|460.9508|358.3876|477.8815|366.3869|car
104197837-684996041|h1_005|6|0.3096|114.01|388.1543|348.6187|402.2786|356.6906|car
104197837-684996041|h1_005|7|0.2765|96.36|448.4301|376.424|464.222|382.5261|car
104197837-684996041|h1_005|8|0.2596|104.68|345.9353|346.9057|359.2369|354.7758|car
104197837-275754986|h0_040|0|0.7403|321.99|272.6027|215.8766|283.3679|245.7866|traffic_light
104197837-275754986|h0_040|1|0.6078|298.54|362.3334|217.094|372.7144|245.8519|traffic_light
104197837-275754986|h0_040|2|0.5333|322.49|90.4623|342.1027|103.2874|367.2482|person
104197837-275754986|h0_040|3|0.4941|1379.61|623.9302|183.7043|639.7315|271.0143|person
104197837-275754986|h0_040|4|0.4525|144.36|244.312|324.69|259.809|334.0053|car
104197837-275754986|h0_040|5|0.4303|299.01|617.8057|267.1907|639.8018|280.7846|skateboard
104197837-275754986|h0_040|6|0.3289|2033.2|573.6848|341.7436|621.4001|384.3547|motorcycle
104197837-275754986|h0_040|7|0.3209|547.31|391.582|219.2635|412.7955|245.0635|traffic_light
104197837-275754986|h0_040|8|0.3122|225.1|110.3222|328.5544|120.0026|351.8073|person
104197837-275754986|h0_040|9|0.3021|307.39|62.9113|338.6363|75.4404|363.1701|person
104197837-275754986|h0_040|10|0.2792|635.37|0.0837|316.1001|39.9977|332.0187|umbrella
104197837-275754986|h1_041|0|0.7949|1151.32|307.6597|331.4929|343.7367|363.4059|car
104197837-275754986|h1_041|1|0.7629|709.19|0.0389|334.6194|15.2627|381.2032|person
104197837-275754986|h1_041|2|0.7609|992.36|227.5656|335.024|264.3822|361.9781|car
104197837-275754986|h1_041|3|0.7144|400.69|375.3944|326.0663|397.5813|344.1262|car
104197837-275754986|h1_041|4|0.6766|773.05|395.6429|329.4955|430.5358|351.6503|car
104197837-275754986|h1_041|5|0.5741|349.78|175.7286|344.8993|190.6597|368.3253|motorcycle
104197837-275754986|h1_041|6|0.4554|108.93|349.7775|325.1213|362.239|333.863|car
104197837-275754986|h1_041|7|0.3455|662.53|260.8779|313.1|289.2586|336.4444|truck
104197837-275754986|h1_041|8|0.3188|650.64|260.8775|313.0488|289.2967|335.9431|bus
104197837-275754986|h1_041|9|0.2961|301.84|255.9812|332.8176|272.2781|351.3391|car
104197837-275754986|h1_041|10|0.2679|421.73|251.8938|330.0739|273.4036|349.6803|car
104197837-275754986|h1_041|11|0.2613|247.94|259.2182|331.7045|274.3483|348.0917|car
104197837-275754986|h1_041|12|0.2569|684.14|400.2413|217.0446|422.2437|248.1385|traffic_light
104197837-275754986|h0_008|0|0.8638|8483.54|359.4528|397.1965|460.904|480.8184|potted_plant
104197837-275754986|h0_008|1|0.782|7626.82|209.6529|395.3365|296.8403|482.8127|potted_plant
104197837-275754986|h0_008|2|0.6939|9931.74|519.6819|395.2094|632.0226|483.6167|potted_plant
104197837-275754986|h0_008|3|0.4921|8892.76|1.4618|394.0118|107.5433|477.8413|potted_plant
104197837-275754986|h0_034|0|0.9553|114804.21|0.2863|368.45|458.7433|618.8643|car
104197837-275754986|h0_034|1|0.7781|2332.81|607.9662|441.7311|639.6759|515.2989|car
104197837-275754986|h0_020|0|0.3406|795.79|275.4848|334.7842|312.9951|355.9996|car
104197837-275754986|h0_020|1|0.2705|1166.55|26.2411|158.394|51.0772|205.364|parking_meter
104197837-275754986|h1_019|0|0.714|331.92|541.58|326.2577|571.9948|337.1709|car
104197837-275754986|h1_019|1|0.6433|381.43|585.8782|325.3879|619.9393|336.5862|car
104197837-275754986|h1_019|2|0.5945|630.9|310.6885|316.8246|349.5527|333.0582|car
104197837-275754986|h1_019|3|0.4507|230.02|624.9799|327.6366|639.7943|343.1633|car
104197837-275754986|h1_019|4|0.4375|509.75|341.4464|372.8177|356.5433|406.5828|fire_hydrant
104197837-275754986|h1_025|0|0.8425|2206.36|580.0068|334.1419|639.8008|371.0413|car
104197837-275754986|h1_025|1|0.8331|2135.0|278.6348|331.2551|326.1031|376.2324|car
104197837-275754986|h1_025|2|0.8261|2623.05|377.2145|331.3189|442.1439|371.7175|car
104197837-275754986|h1_025|3|0.8122|3471.8|430.5605|328.8713|514.0772|370.4415|car
104197837-275754986|h1_025|4|0.6756|119.05|322.143|321.3228|334.1068|331.2739|car
104197837-275754986|h1_025|5|0.6444|618.72|350.3571|326.8572|379.8861|347.8102|car
104197837-275754986|h1_025|6|0.5675|610.46|498.7712|327.944|528.7406|348.3133|car
104197837-275754986|h1_025|7|0.5004|768.17|110.6857|315.7313|158.8347|331.6853|car
104197837-275754986|h1_025|8|0.4903|246.49|549.682|322.0859|574.7494|331.9189|car
104197837-275754986|h1_025|9|0.47|216.38|46.6903|317.6143|71.3265|326.3974|car
104197837-275754986|h1_025|10|0.347|430.52|606.6456|319.9206|639.582|332.9917|car
104197837-275754986|h1_025|11|0.3413|115.57|224.6998|318.9917|239.1285|327.0013|car
104197837-275754986|h1_025|12|0.3383|74.73|270.2923|321.6097|281.3386|328.3747|car
104197837-275754986|h1_025|13|0.3108|82.1|175.5335|322.1879|190.2026|327.7846|car
104197837-275754986|h1_025|14|0.3088|140.5|76.0846|319.8524|91.683|328.86|car
104197837-275754986|h1_025|15|0.2884|269.21|478.0355|321.5613|507.626|330.6591|car
104197837-275754986|h1_025|16|0.2644|112.78|35.1944|319.9337|51.3557|326.9123|car
104197837-275754986|h1_025|17|0.2638|117.84|350.7476|320.6815|366.9122|327.9713|car
104197837-275754986|h1_031|0|0.9452|17820.22|383.7065|356.6895|591.0117|442.6508|car
104197837-275754986|h1_031|1|0.9299|18047.15|103.6188|365.0706|328.3517|445.3755|car
104197837-275754986|h1_031|2|0.7583|1660.13|295.3242|334.2435|339.0123|372.243|car
104197837-275754986|h1_031|3|0.7484|452.92|434.8733|325.5408|463.4362|341.3976|car
104197837-275754986|h1_031|4|0.722|2909.17|170.4915|326.5753|234.9698|371.6939|car
104197837-275754986|h1_031|5|0.7056|186.29|328.6098|320.761|342.9866|333.7188|car
104197837-275754986|h1_031|6|0.6947|322.77|124.6834|324.4559|148.3014|338.1222|car
104197837-275754986|h1_031|7|0.6103|189.6|176.0069|320.0916|194.4476|330.3732|car
104197837-275754986|h1_031|8|0.6098|637.74|364.7802|326.6472|395.3358|347.5187|car
104197837-275754986|h1_031|9|0.6024|1966.47|450.3969|331.9272|520.1046|360.1375|car
104197837-275754986|h1_031|10|0.5557|943.33|0.5991|331.8715|53.783|349.6086|car
104197837-275754986|h1_031|11|0.5274|2936.77|512.0679|336.5524|593.1359|372.7784|car
104197837-275754986|h1_031|12|0.4878|512.32|41.4079|328.3221|74.1237|343.9818|car
104197837-275754986|h1_031|13|0.385|859.77|604.3356|335.0626|639.7621|359.3316|car
104197837-275754986|h1_031|14|0.3525|81.98|250.2638|320.4166|262.6013|327.061|car
104197837-275754986|h1_031|15|0.3024|268.19|98.5267|321.5978|128.623|330.509|car
104197837-275754986|h1_031|16|0.2954|466.52|55.4568|321.8635|93.412|334.1548|car
104197837-275754986|h1_031|17|0.2703|1557.91|512.3185|336.8061|570.4199|363.6197|car
104197837-275754986|h1_031|18|0.2664|8083.47|0.6685|0.3098|126.3395|64.6322|traffic_light
104197837-275754986|h1_031|19|0.2596|1151.96|451.1116|332.3254|513.0623|350.9203|car
104197837-275754986|h1_027|0|0.8948|4480.78|22.7037|327.9781|123.8701|372.2693|car
104197837-275754986|h1_027|1|0.8074|2104.06|232.7066|328.4036|282.4882|370.6693|car
104197837-275754986|h1_027|2|0.7921|402.79|301.3177|330.3886|324.576|347.7067|car
104197837-275754986|h1_027|3|0.777|2493.66|166.5088|329.5179|227.9453|370.1071|car
104197837-275754986|h1_027|4|0.7745|2146.84|389.9597|334.8867|448.5264|371.5431|car
104197837-275754986|h1_027|5|0.7639|3523.53|480.1682|334.5732|568.6045|374.4158|car
104197837-275754986|h1_027|6|0.654|194.59|501.6169|322.0289|522.6469|331.2819|car
104197837-275754986|h1_027|7|0.6052|142.08|292.4318|325.0726|306.3195|335.3033|car
104197837-275754986|h1_027|8|0.5273|759.03|46.0489|314.6989|92.2269|331.1359|car
104197837-275754986|h1_027|9|0.5181|91.6|318.5923|320.1479|331.9715|326.9946|car
104197837-275754986|h1_027|10|0.4759|459.17|387.1114|328.3506|416.0168|344.2361|car
104197837-275754986|h1_027|11|0.4437|372.41|18.1383|318.9161|47.9431|331.4109|car
104197837-275754986|h1_027|12|0.4084|96.75|136.0746|321.8337|152.4283|327.7497|car
104197837-275754986|h1_027|13|0.3952|257.55|277.5238|331.1837|298.1389|343.6769|car
104197837-275754986|h1_027|14|0.3876|108.93|271.7448|321.1418|283.7582|330.2092|car
104197837-275754986|h1_027|15|0.3431|240.99|0.0477|317.0113|20.65|328.7087|car
104197837-275754986|h1_027|16|0.3409|296.86|546.8916|319.7595|570.8503|332.1499|car
104197837-275754986|h1_027|17|0.3407|280.79|425.9845|321.8499|456.5112|331.048|car
104197837-275754986|h1_027|18|0.3073|481.56|333.6465|327.9233|356.6901|348.821|car
104197837-275754986|h1_033|0|0.8171|2406.37|373.2719|330.3808|432.9316|370.7159|car
104197837-275754986|h1_033|1|0.7852|1588.05|265.9946|335.314|309.1551|372.1082|car
104197837-275754986|h1_033|2|0.7064|548.76|350.4369|322.919|377.4116|343.2623|car
104197837-275754986|h1_033|3|0.689|242.29|336.4128|320.039|353.7679|333.9997|car
104197837-275754986|h1_033|4|0.6683|270.92|430.1509|320.276|451.9629|332.6967|car
104197837-275754986|h1_033|5|0.6651|252.26|234.0686|319.9615|253.3892|333.0179|car
104197837-275754986|h1_033|6|0.6532|197.83|252.8896|321.5159|271.0504|332.409|car
104197837-275754986|h1_033|7|0.643|2979.46|468.5869|332.2346|551.9663|367.9684|car
104197837-275754986|h1_033|8|0.6294|397.94|288.5061|320.8307|315.6104|335.5124|car
104197837-275754986|h1_033|9|0.6291|474.32|460.8544|326.8199|494.1426|341.0688|car
104197837-275754986|h1_033|10|0.6287|443.19|14.0694|322.8333|51.5649|334.653|car
104197837-275754986|h1_033|11|0.58|120.63|318.8101|320.7476|331.6501|330.1424|car
104197837-275754986|h1_033|12|0.5208|667.32|619.4559|327.1161|639.7186|360.0494|car
104197837-275754986|h1_033|13|0.4735|183.84|371.0914|321.5381|390.6162|330.954|car
104197837-275754986|h1_033|14|0.4579|1960.43|468.1071|332.4965|524.0556|367.5363|car
104197837-275754986|h1_033|15|0.4414|3049.8|534.4799|334.926|622.3582|369.6308|car
104197837-275754986|h1_033|16|0.381|1100.31|121.4157|312.6414|158.5272|342.2902|bus
104197837-275754986|h1_033|17|0.3173|346.93|619.2142|326.6844|639.6586|343.654|car
104197837-275754986|h1_033|18|0.2699|617.59|543.3724|327.0979|588.1044|340.9044|car
104197837-275754986|h0_036|0|0.9578|103368.83|69.5814|369.9797|538.8309|590.2651|car
104197837-275754986|h0_036|1|0.7281|1250.26|495.143|344.4826|511.7996|419.5434|person
104197837-275754986|h0_036|2|0.4121|1351.75|0.1126|424.9982|20.4984|491.3066|car
104197837-275754986|h0_022|0|0.8561|5349.94|33.5326|525.0747|145.5778|572.8228|surfboard
104197837-275754986|h0_022|1|0.3391|7850.2|49.4973|549.1641|138.8867|636.9844|person
104197837-275754986|h0_026|0|0.2775|644.54|276.7233|166.2375|292.4977|207.0975|parking_meter
104197837-275754986|h0_032|0|0.96|44341.71|0.3016|399.8471|240.2104|584.6745|car
104197837-275754986|h1_037|0|0.8212|3563.85|3.6196|336.6797|104.0378|372.1698|car
104197837-275754986|h1_037|1|0.8208|831.0|129.7371|327.4495|171.1174|347.5315|car
104197837-275754986|h1_037|2|0.8191|1787.76|312.4495|335.8293|356.5688|376.3503|car
104197837-275754986|h1_037|3|0.8049|413.31|345.6605|330.5224|369.0353|348.2042|car
104197837-275754986|h1_037|4|0.7674|807.68|80.9345|322.8715|124.0533|341.603|car
104197837-275754986|h1_037|5|0.7219|574.99|122.8052|319.3514|160.0756|334.779|car
104197837-275754986|h1_037|6|0.7092|1791.18|256.324|334.7868|302.3376|373.7139|car
104197837-275754986|h1_037|7|0.7067|2241.97|189.8773|328.5198|241.1381|372.2562|car
104197837-275754986|h1_037|8|0.6747|2271.97|364.3749|331.188|416.1657|375.0563|car
104197837-275754986|h1_037|9|0.5421|660.32|183.0178|323.6899|218.8195|342.1338|car
104197837-275754986|h1_037|10|0.5375|1395.62|610.563|571.7734|639.717|619.6439|skateboard
104197837-275754986|h1_037|11|0.458|232.4|0.2248|326.3984|18.3963|339.1877|car
104197837-275754986|h1_037|12|0.45|1102.91|1.3351|325.2664|62.7592|343.222|car
104197837-275754986|h1_037|13|0.4051|338.86|503.1681|320.9163|530.6594|333.2422|car
104197837-275754986|h1_037|14|0.3216|169.04|334.865|324.7315|349.2136|336.5126|car
104197837-275754986|h1_037|15|0.2946|69.97|368.8908|319.5928|379.8035|326.005|car
104197837-275754986|h1_037|16|0.2882|254.71|167.3586|321.6419|194.9208|330.8833|car
104197837-275754986|h1_023|0|0.8022|3727.57|481.3|332.0683|572.6396|372.8784|car
104197837-275754986|h1_023|1|0.7442|743.71|176.9481|315.5714|221.6874|332.1947|car
104197837-275754986|h1_023|2|0.6739|244.23|416.5524|324.4833|436.8961|336.4885|car
104197837-275754986|h1_023|3|0.6279|2852.44|571.0815|331.7008|639.7687|373.2288|car
104197837-275754986|h1_023|4|0.6137|126.12|385.4193|320.2145|401.2513|328.1804|car
104197837-275754986|h1_023|5|0.5149|126.29|372.1754|322.1746|385.0015|332.0205|car
104197837-275754986|h1_023|6|0.405|289.94|598.2643|322.2573|625.5464|332.8848|car
104197837-275754986|h1_023|7|0.3876|419.58|439.3739|327.7273|467.7164|342.5314|car
104197837-275754986|h1_023|8|0.352|190.9|43.2249|321.6975|61.6913|332.035|car
104197837-275754986|h1_023|9|0.349|266.16|90.477|318.4983|118.5595|327.9762|car
104197837-275754986|h1_023|10|0.2586|508.51|463.2388|328.2172|494.3188|344.5784|car
104197837-275754986|h1_035|0|0.8782|2971.13|153.0683|330.6644|224.3348|372.3548|car
104197837-275754986|h1_035|1|0.796|707.09|234.0236|323.841|265.1581|346.5517|car
104197837-275754986|h1_035|2|0.7399|2638.74|425.1696|332.7929|498.3173|368.867|car
104197837-275754986|h1_035|3|0.7389|2567.62|566.9088|324.8436|639.923|360.0096|car
104197837-275754986|h1_035|4|0.6916|1470.58|339.1274|336.3933|381.4626|371.1299|car
104197837-275754986|h1_035|5|0.6357|3394.16|35.653|334.9569|122.1006|374.2195|car
104197837-275754986|h1_035|6|0.6336|566.16|372.5775|320.6187|400.0451|341.2306|car
104197837-275754986|h1_035|7|0.6206|1053.39|167.8362|319.8293|218.1373|340.7711|car
104197837-275754986|h1_035|8|0.5451|462.52|489.9187|326.0487|521.9152|340.5039|car
104197837-275754986|h1_035|9|0.4599|892.39|509.8783|329.2459|560.7084|346.8023|car
104197837-275754986|h1_035|10|0.442|103.88|348.4357|321.0331|360.9881|329.3086|car
104197837-275754986|h1_035|11|0.4216|536.98|354.2653|326.3765|381.6599|345.9783|car
104197837-275754986|h1_035|12|0.4109|327.06|277.6678|321.9117|296.3036|339.4616|car
104197837-275754986|h1_035|13|0.4082|793.54|409.9547|323.1635|449.4924|343.234|car
104197837-275754986|h1_035|14|0.3866|179.23|132.9789|322.1444|153.7512|330.7728|car
104197837-275754986|h1_035|15|0.3865|190.9|231.6027|322.7504|247.777|334.5531|car
104197837-275754986|h1_035|16|0.3591|607.71|523.7977|330.2562|561.2232|346.4939|car
104197837-275754986|h1_035|17|0.342|331.05|548.9819|328.96|574.3813|341.9938|car
104197837-275754986|h1_035|18|0.3287|102.26|319.7217|320.3983|335.4969|326.8807|car
104197837-275754986|h1_035|19|0.3247|323.11|461.4019|323.5738|488.2944|335.5886|car
104197837-275754986|h1_035|20|0.298|145.05|110.2684|318.3678|125.4475|327.9239|car
104197837-275754986|h1_035|21|0.2852|1683.17|75.1042|336.0633|122.2557|371.7603|car
104197837-275754986|h1_035|22|0.2598|225.55|120.6456|320.8542|144.8056|330.1898|car
104197837-275754986|h1_021|0|0.709|258.11|479.2029|326.3739|503.8232|336.8577|car
104197837-275754986|h1_021|1|0.6688|179.63|423.8139|321.6399|440.7595|332.2404|car
104197837-275754986|h1_021|2|0.5917|607.44|244.6468|316.998|283.1667|332.7675|car
104197837-275754986|h1_021|3|0.4869|76.38|351.6765|322.2599|363.2076|328.884|car
104197837-275754986|h1_021|4|0.478|207.59|625.2857|333.6418|639.7864|347.9575|car
104197837-275754986|h1_021|5|0.381|118.04|297.4245|318.9527|310.5482|327.9472|car
104197837-275754986|h1_021|6|0.3739|631.61|531.645|327.3054|572.0645|342.9317|car
104197837-275754986|h1_021|7|0.3529|86.52|180.0896|320.0659|190.2624|328.5711|car
104197837-275754986|h1_021|8|0.2599|786.01|570.7998|329.7167|617.9772|346.3773|car
104197837-275754986|h1_021|9|0.2518|192.13|618.0754|320.6829|639.6077|329.6058|car
104197837-275754986|h0_030|0|0.3746|1833.95|481.6556|246.9589|528.699|285.943|skateboard
104197837-275754986|h1_005|0|0.9024|3794.41|343.8984|343.9878|422.3504|392.3538|car
104197837-275754986|h1_005|1|0.8379|2567.45|489.785|334.1733|573.1693|364.9639|car
